Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,target_5yrs
Player_343,76,6.4,19.1,3.7,7.2,0.514,1.5,3.4,0.441,5.1,5.8,0.879,2.7,5.1,8.0,6.1,2.8,2.6,4.6,1
Player_344,15,9.9,13.7,3.1,8.5,0.365,0.9,3.0,0.3,3.4,5.3,0.642,0.7,1.2,2.0,3.9,0.2,1.7,4.9,1
Player_345,66,37.6,4.5,1.0,1.9,0.526,2.2,5.6,0.393,5.7,9.1,0.626,1.9,6.4,8.5,4.2,1.8,1.9,2.6,0
Player_346,32,36.8,28.8,5.4,10.8,0.5,2.6,5.2,0.5,6.7,7.7,0.87,2.6,7.9,10.6,8.3,2.0,2.6,1.3,1
Player_347,63,5.2,16.1,2.7,5.8,0.466,2.8,6.3,0.444,6.5,8.1,0.802,0.1,4.5,4.9,4.8,1.5,2.3,1.1,0
Player_348,51,36.4,,1.9,4.6,0.413,2.4,9.3,0.258,6.4,8.2,0.78,0.1,5.6,6.0,9.9,2.1,1.9,1.3,0
Player_349,25,26.1,15.3,2.6,6.1,0.426,2.6,9.7,0.268,3.6,5.4,0.667,0.5,2.3,3.1,4.4,0.5,2.9,3.6,1
Player_350,58,33.6,20.5,4.0,7.7,0.519,1.7,4.2,0.405,2.5,3.5,0.714,1.0,3.8,5.2,6.5,2.6,2.1,0.4,0
Player_351,63,20.0,2.7,0.5,1.0,0.5,2.5,8.9,0.281,3.3,4.7,0.702,1.7,6.9,8.8,0.5,0.4,2.9,0.4,0
Player_352,62,22.0,8.6,1.7,3.5,0.486,0.9,2.9,0.31,4.8,7.1,0.676,1.9,1.8,4.0,6.5,1.2,0.2,3.1,1
Player_353,22,21.1,24.3,5.9,11.9,0.496,1.2,4.7,0.255,6.2,7.2,0.861,0.6,2.5,3.5,8.5,0.2,0.4,3.3,1
Player_354,58,27.0,14.1,3.4,7.5,0.453,1.0,2.7,0.37,1.4,2.1,0.667,2.7,3.8,6.7,9.4,1.6,1.4,3.4,0
Player_355,58,9.6,16.6,3.2,8.0,0.4,1.4,4.7,0.298,6.4,9.3,0.688,2.4,5.8,8.6,10.0,2.0,1.2,2.0,1
Player_356,49,6.0,13.3,2.8,5.6,0.5,0.9,1.9,0.474,5.7,7.9,0.722,1.2,3.3,4.7,2.8,2.8,2.3,4.1,0
Player_357,52,15.2,1.8,0.3,0.7,0.429,2.9,8.1,0.358,6.9,10.7,0.645,0.1,7.5,7.8,5.8,2.2,0.5,2.8,0
Player_358,42,28.3,5.4,1.1,2.4,0.458,0.9,3.5,0.257,6.2,9.0,0.689,0.3,1.2,,4.5,1.6,2.9,0.7,1
Player_359,70,11.7,13.6,3.2,8.9,0.36,0.3,0.9,0.333,2.0,2.4,0.833,1.6,3.3,5.0,5.6,2.8,0.9,4.0,0
Player_360,15,27.2,6.7,1.2,3.3,0.364,1.6,4.1,0.39,0.7,0.9,0.778,0.6,5.8,6.6,1.6,1.4,1.3,4.8,0
Player_361,54,37.0,2.0,0.4,1.0,0.4,0.2,0.4,0.5,0.8,1.1,0.727,1.5,2.2,3.8,8.6,1.7,0.8,0.5,0
Player_362,60,8.1,25.4,5.0,10.2,0.49,0.3,1.0,0.3,2.0,2.3,0.87,2.5,5.4,8.1,9.1,1.8,1.7,2.1,1
Player_363,8,27.2,29.4,5.4,10.1,0.535,0.7,2.3,0.304,4.3,6.8,0.632,2.2,1.7,4.0,4.5,1.2,0.2,2.5,0
Player_364,53,19.6,23.9,4.1,8.7,0.471,1.4,3.8,0.368,5.6,6.5,0.862,0.9,0.9,2.1,2.8,2.5,0.4,0.9,1
Player_365,60,33.6,25.7,4.6,9.5,0.484,1.3,5.1,0.255,6.3,9.1,0.692,1.4,1.4,3.2,1.4,0.6,2.2,4.4,0
Player_366,5,10.8,7.6,1.4,3.2,0.437,2.4,4.9,0.49,4.4,6.0,0.733,2.5,7.5,10.4,6.8,1.7,0.6,1.6,0
Player_367,68,27.9,28.8,5.4,13.9,0.388,2.2,5.7,0.386,0.0,0.0,0.0,3.4,4.6,8.2,3.1,2.2,0.7,4.0,1
Player_368,6,32.7,6.3,1.1,2.9,0.379,1.3,5.0,0.26,1.3,2.0,0.65,3.0,6.5,10.0,9.1,2.7,2.4,3.4,0
Player_369,47,36.2,28.6,6.2,16.4,0.378,1.0,2.6,0.385,0.7,1.1,0.636,2.2,3.0,5.5,6.7,2.7,0.3,3.1,1
Player_370,55,27.5,29.8,7.4,16.0,0.462,0.9,2.3,0.391,2.5,3.4,0.735,1.4,4.9,6.5,6.5,1.5,1.3,1.1,1
Player_371,40,21.4,21.5,4.7,11.7,0.402,2.3,7.1,0.324,3.5,4.3,0.814,1.5,4.2,6.1,5.6,1.9,0.1,1.3,1
Player_372,52,25.4,29.4,6.6,13.9,0.475,0.2,0.7,0.286,0.3,0.3,1.0,3.5,7.6,11.5,0.5,1.2,1.0,0.4,1
Player_373,16,33.7,17.3,3.2,6.0,0.533,0.0,0.0,0.0,2.4,3.1,0.774,0.2,6.1,6.7,9.3,1.4,2.1,1.4,1
Player_374,13,23.8,,1.6,4.0,0.4,2.4,9.3,0.258,1.3,1.6,0.812,4.0,6.0,10.1,6.3,2.7,0.3,1.9,1
Player_375,30,6.0,13.4,2.6,4.7,0.553,1.4,5.0,0.28,4.5,6.1,0.738,2.7,0.8,3.7,9.9,2.8,2.7,4.2,0
Player_376,19,35.7,18.0,4.5,9.9,0.455,0.4,0.9,0.444,3.2,5.1,0.627,2.7,4.6,7.7,5.4,2.7,2.7,2.0,1
Player_377,17,27.8,2.7,0.5,1.1,0.455,0.7,2.4,0.292,3.5,4.9,0.714,0.2,4.0,4.5,7.1,0.4,0.3,3.8,1
Player_378,63,27.3,18.9,4.1,10.2,0.402,2.8,7.8,0.359,3.0,4.6,0.652,2.4,7.5,,0.6,2.6,3.0,2.3,1
Player_379,19,12.1,29.4,5.5,14.1,0.39,2.6,7.3,0.356,6.7,9.6,0.698,1.9,2.4,4.6,6.3,2.8,0.9,4.0,0
Player_380,58,26.7,6.1,1.2,2.5,0.48,2.1,7.5,0.28,1.5,2.0,0.75,0.4,2.5,3.3,7.6,1.1,0.3,4.9,0
Player_381,55,18.0,23.9,5.1,13.3,0.383,1.4,5.5,0.255,3.6,5.5,0.655,1.1,3.6,4.8,7.8,1.6,0.0,1.4,0
Player_382,62,26.5,,6.4,13.4,0.478,1.6,3.6,0.444,5.2,6.9,0.754,3.6,2.3,6.2,7.7,2.3,1.2,4.3,1
Player_383,23,8.5,28.3,6.8,15.3,0.444,2.9,8.2,0.354,3.9,6.0,0.65,2.2,1.5,3.8,2.3,1.7,1.9,3.2,1
Player_384,9,26.7,28.8,5.1,12.9,0.395,2.9,8.6,0.337,6.5,8.1,0.802,1.7,6.9,8.9,9.8,3.0,1.0,4.1,1
Player_385,12,38.0,15.9,2.7,6.7,0.403,0.6,1.7,0.353,2.6,3.0,0.867,0.3,4.7,5.4,10.0,1.4,2.5,3.3,1
Player_386,1,6.6,29.3,5.5,15.3,0.359,2.4,6.5,0.369,3.2,4.9,0.653,2.9,7.0,9.9,0.8,2.1,2.1,2.2,1
Player_387,58,37.2,22.8,5.4,10.9,0.495,0.6,1.3,0.462,0.6,0.8,0.75,2.8,6.7,9.8,9.4,2.4,1.1,1.3,1
Player_388,1,18.4,5.3,1.1,2.7,0.407,0.6,2.0,0.3,4.3,6.6,0.652,2.5,2.6,5.3,2.9,1.5,2.2,0.5,0
Player_389,34,33.7,14.6,2.7,6.5,0.415,2.0,5.7,0.351,2.0,3.1,0.645,2.0,4.6,,6.9,2.6,2.8,2.8,1
Player_390,48,30.8,21.7,3.9,10.6,0.368,1.2,2.9,0.414,1.1,1.2,0.917,1.7,1.1,3.0,3.4,1.6,0.3,5.0,0
Player_391,1,23.7,7.8,1.8,3.5,0.514,2.8,10.2,0.275,3.8,5.1,0.745,2.4,7.4,9.9,9.7,1.2,0.9,3.7,1
Player_392,16,29.4,19.4,4.8,12.2,0.393,0.3,1.1,0.273,3.7,4.8,0.771,0.9,3.5,4.6,1.0,0.3,1.4,1.8,1
Player_393,61,34.0,20.2,3.7,8.8,0.42,1.5,4.5,0.333,0.5,0.7,0.714,3.8,3.5,7.5,5.0,1.2,1.5,4.2,1
Player_394,64,18.3,5.3,1.1,2.3,0.478,2.8,7.3,0.384,4.9,7.3,0.671,2.4,2.8,5.6,4.3,2.2,1.6,3.9,1
Player_395,63,15.8,17.2,3.8,8.6,0.442,2.7,8.8,0.307,4.4,5.5,0.8,1.2,4.0,5.6,3.3,2.8,0.9,1.6,0
Player_396,69,27.0,23.3,5.8,12.4,0.468,0.5,1.3,0.385,1.3,1.8,0.722,1.8,2.4,4.5,6.5,0.8,2.0,0.3,1
Player_397,22,31.7,15.2,3.0,7.1,0.423,1.1,2.7,0.407,3.3,4.8,0.688,3.2,3.3,6.5,1.3,1.1,1.9,0.8,1
Player_398,67,30.2,0.9,0.2,0.5,0.4,1.9,6.6,0.288,5.0,5.8,0.862,0.6,6.5,7.6,7.2,0.5,1.7,4.4,0
Player_399,76,31.3,0.8,0.1,0.2,0.5,0.5,1.0,0.5,3.7,5.6,0.661,1.2,6.8,8.3,,2.1,0.3,4.2,0
Player_400,26,19.4,11.0,2.1,5.1,0.412,2.9,6.3,0.46,2.8,3.9,0.718,2.7,2.8,5.5,8.0,2.9,1.4,1.6,1
Player_401,16,32.0,27.8,5.5,12.8,0.43,2.7,5.4,0.5,2.3,3.6,0.639,1.3,4.0,5.7,8.6,1.9,1.1,1.6,0
Player_402,51,9.0,7.2,1.7,3.1,0.548,0.5,1.2,0.417,4.3,5.5,0.782,3.2,7.1,10.4,3.6,1.9,1.5,4.0,0
Player_403,57,23.0,19.2,3.8,7.7,0.494,0.4,0.9,0.444,6.6,7.6,0.868,0.5,0.9,1.7,3.2,1.7,2.8,4.7,1
Player_404,29,5.2,7.1,1.5,3.4,0.441,0.3,1.2,0.25,4.7,6.4,0.734,3.1,7.2,10.5,5.2,0.3,1.4,3.9,0
Player_405,78,15.7,10.0,1.9,4.0,0.475,2.7,7.0,0.386,0.5,0.6,0.833,0.3,2.1,2.6,0.5,2.2,0.0,3.1,1
Player_406,69,17.1,25.5,5.3,10.5,0.505,0.6,1.4,0.429,3.2,5.1,0.627,0.1,5.6,6.1,9.5,1.8,1.3,1.4,1
Player_407,47,18.1,22.0,4.9,11.3,0.434,1.2,3.0,0.4,6.2,6.9,0.899,3.6,4.9,8.7,1.4,2.0,2.5,2.7,1
Player_408,62,28.0,3.3,0.8,1.7,0.471,1.3,5.0,0.26,0.7,1.0,0.7,2.3,4.6,6.9,9.0,2.7,2.3,1.3,0
Player_409,69,17.8,13.1,2.8,5.8,0.483,1.8,5.5,0.327,6.9,9.4,0.734,1.4,6.9,8.8,0.8,2.4,1.5,4.1,0
Player_410,76,19.8,1.4,0.3,0.7,0.429,0.2,0.5,0.4,6.6,8.5,0.776,0.9,1.3,2.7,8.2,2.3,0.7,2.1,0
Player_411,16,12.8,14.7,3.4,6.6,0.515,0.7,2.6,0.269,0.5,0.6,0.833,2.5,3.1,5.9,1.5,2.8,1.4,4.2,0
Player_412,48,17.3,20.0,3.3,9.0,0.367,2.8,7.8,0.359,6.5,9.2,0.707,2.0,4.5,6.7,0.4,3.0,1.7,2.0,1
Player_413,39,12.5,4.0,0.8,2.1,0.381,2.7,7.2,0.375,2.5,3.5,0.714,4.0,6.6,10.6,7.2,1.7,3.0,4.2,0
Player_414,33,7.4,9.0,1.8,4.5,0.4,2.3,5.6,0.411,5.9,7.3,0.808,3.9,2.1,6.4,2.8,0.3,1.9,1.8,0
Player_415,23,24.9,12.2,2.1,4.0,0.525,0.1,0.3,0.333,2.9,4.5,0.644,2.5,6.5,9.0,7.1,1.4,2.1,2.3,0
Player_416,10,27.1,27.6,4.6,11.8,0.39,1.0,2.6,0.385,3.1,3.9,0.795,1.8,3.5,5.3,5.6,2.4,1.5,3.2,0
Player_417,69,25.4,29.8,5.8,15.1,0.384,1.9,6.4,0.297,4.4,5.8,0.759,2.0,1.9,4.2,1.1,0.1,1.1,0.5,0
Player_418,34,20.3,1.8,0.3,0.8,0.375,0.8,2.1,0.381,5.4,7.4,0.73,2.7,6.2,9.0,9.3,0.2,2.4,4.8,0
Player_419,52,17.5,22.9,4.9,9.4,0.521,2.7,8.5,0.318,0.2,0.2,1.0,0.4,1.2,1.6,4.5,0.2,1.5,3.0,0
Player_420,10,33.5,11.5,2.5,6.1,0.41,1.9,4.1,0.463,4.2,6.6,0.636,1.3,4.4,5.9,7.3,2.2,3.0,2.6,0
Player_421,19,22.1,12.1,2.5,6.6,0.379,0.2,0.5,0.4,1.3,1.7,0.765,0.3,1.0,1.4,5.0,1.5,1.4,4.2,0
Player_422,58,20.8,22.8,4.3,10.2,0.422,2.7,7.6,0.355,2.4,2.7,0.889,0.3,3.2,3.6,6.0,1.1,0.2,4.4,0
Player_423,1,5.8,27.6,5.1,12.5,0.408,2.9,11.2,0.259,2.4,3.1,0.774,0.8,5.0,5.8,3.0,0.3,2.0,2.7,0
Player_424,69,16.3,28.6,6.2,14.0,0.443,0.2,0.6,0.333,3.3,4.6,0.717,1.9,4.7,6.7,2.0,2.2,0.1,4.7,1
Player_425,4,17.5,17.5,4.1,9.5,0.432,1.6,5.3,0.302,2.3,3.1,0.742,3.1,3.5,7.0,5.4,1.0,0.8,0.5,1
Player_426,16,18.2,11.0,2.1,3.9,0.538,0.9,2.3,0.391,0.8,1.2,0.667,1.9,3.7,6.0,4.4,0.8,1.1,0.7,0
Player_427,24,24.1,23.7,5.6,13.7,0.409,1.2,2.7,0.444,1.0,1.1,0.909,1.3,2.2,3.7,3.9,2.0,2.2,3.1,1
Player_428,80,22.6,7.9,1.5,2.8,0.536,0.5,1.1,0.455,0.2,0.2,1.0,0.3,3.9,4.5,6.7,1.7,1.5,1.9,0
Player_429,2,25.1,17.1,3.2,7.2,0.444,1.7,4.4,0.386,3.3,5.0,0.66,2.2,7.6,9.8,6.9,1.1,0.1,2.4,1
Player_430,32,30.2,11.1,2.1,4.4,0.477,2.9,6.7,0.433,6.7,7.6,0.882,1.1,6.9,8.0,0.5,1.9,1.9,1.8,0
Player_431,24,31.8,19.9,3.6,8.4,0.429,1.5,3.5,0.429,0.8,1.2,0.667,2.5,1.6,4.2,3.4,0.8,1.2,2.1,0
Player_432,12,28.7,7.6,1.3,2.5,0.52,0.2,0.7,0.286,6.6,7.6,0.868,3.9,0.7,4.9,4.1,2.4,2.8,4.1,0
Player_433,50,36.5,6.2,1.2,3.0,0.4,1.9,3.9,0.487,5.1,7.7,0.662,0.4,7.5,8.3,1.0,0.7,1.5,3.0,1
Player_434,35,5.6,27.6,5.1,13.2,0.386,1.0,3.1,0.323,4.5,5.8,0.776,0.8,4.5,5.6,2.4,0.5,2.1,5.0,0
Player_435,33,11.5,3.5,0.7,1.4,0.5,2.6,7.2,0.361,4.5,6.3,0.714,1.9,4.5,6.6,0.5,2.3,0.7,4.0,0
Player_436,33,5.2,15.4,3.5,6.7,0.522,1.3,3.9,0.333,5.8,6.8,0.853,3.9,6.4,10.4,10.0,2.1,2.3,1.5,1
Player_437,61,26.4,7.0,1.7,3.3,0.515,0.6,1.9,0.316,0.7,0.8,0.875,3.1,2.9,6.4,7.4,0.5,2.2,1.5,0
Player_438,51,34.6,1.6,0.4,1.1,0.364,0.6,1.6,0.375,3.5,4.2,0.833,3.6,4.1,7.9,0.9,0.3,2.7,1.8,1
Player_439,43,13.0,1.6,0.3,0.7,0.429,2.3,6.0,0.383,4.9,5.7,0.86,1.3,7.8,,0.2,2.5,0.1,4.2,1
Player_440,12,35.6,5.7,1.1,2.5,0.44,0.8,2.8,0.286,4.1,5.2,0.788,4.0,5.5,9.8,,2.3,1.3,0.3,0
Player_441,67,7.0,26.1,4.6,8.8,0.523,2.3,8.6,0.267,5.8,7.9,0.734,0.4,1.7,2.5,4.4,1.0,2.0,1.3,1
Player_442,65,35.8,8.8,2.0,4.9,0.408,0.6,1.4,0.429,0.5,0.7,0.714,0.2,1.5,2.2,7.9,2.0,0.3,4.5,1
Player_443,33,16.6,28.5,6.7,17.9,0.374,1.0,2.2,0.455,4.8,7.2,0.667,3.4,2.0,5.9,9.2,0.4,1.2,3.3,0
Player_444,40,8.3,17.7,3.0,7.9,0.38,1.4,5.3,0.264,3.7,5.3,0.698,3.7,6.3,10.3,6.0,1.5,2.8,1.3,1
Player_445,74,21.0,13.4,3.2,7.8,0.41,2.8,7.6,0.368,2.7,3.8,0.711,0.4,2.7,3.4,1.9,0.1,1.3,1.3,0
Player_446,43,13.5,17.6,3.6,6.8,0.529,2.8,8.7,0.322,2.4,3.1,0.774,0.5,0.7,1.3,7.8,1.2,3.0,4.3,1
Player_447,44,14.4,15.7,3.0,5.7,0.526,0.6,1.6,0.375,4.3,5.7,0.754,0.1,7.6,8.2,9.6,0.2,0.2,4.5,0
Player_448,29,15.1,22.9,4.5,8.3,0.542,1.1,2.5,0.44,6.2,8.1,0.765,0.4,1.8,2.4,5.8,1.4,2.2,1.4,0
Player_449,13,31.5,,2.1,4.3,0.488,0.4,1.3,0.308,3.5,5.3,0.66,0.8,0.6,1.5,6.8,1.3,1.7,2.2,0
Player_450,12,22.8,10.9,2.6,5.0,0.52,1.5,4.6,0.326,5.8,7.0,0.829,3.9,2.3,6.4,,1.3,1.5,4.2,0
Player_451,46,15.3,26.9,6.4,13.2,0.485,1.4,3.4,0.412,2.8,3.1,0.903,2.7,2.3,,3.8,0.1,2.9,3.9,0
Player_452,2,25.1,28.4,5.5,12.0,0.458,2.7,7.8,0.346,0.7,1.0,0.7,3.1,3.7,7.1,7.3,1.1,0.4,4.1,1
Player_453,35,28.6,26.8,5.3,14.5,0.366,2.8,10.1,0.277,0.4,0.5,0.8,3.1,7.4,10.8,9.3,2.3,2.7,2.7,1
Player_454,81,14.0,12.9,2.9,7.0,0.414,1.2,3.8,0.316,0.4,0.6,0.667,2.1,7.1,9.4,6.3,1.1,2.1,4.6,1
Player_455,8,18.6,23.5,4.5,11.9,0.378,1.5,3.3,0.455,2.7,4.1,0.659,3.2,3.9,7.1,7.9,2.1,0.8,1.8,1
Player_456,26,9.0,,2.6,6.5,0.4,2.7,8.4,0.321,2.4,2.7,0.889,2.4,3.6,6.5,,1.1,2.7,1.0,1
Player_457,74,11.0,15.2,3.7,7.1,0.521,2.4,8.2,0.293,5.0,5.8,0.862,1.3,4.7,6.4,2.1,1.3,1.3,3.6,1
Player_458,34,27.5,6.5,1.3,3.3,0.394,0.0,0.0,0.0,5.2,7.0,0.743,2.2,2.3,4.9,,1.7,2.4,2.8,1
Player_459,7,11.0,17.9,3.3,6.8,0.485,1.0,3.3,0.303,0.4,0.6,0.667,2.1,0.9,3.2,1.8,2.9,1.2,4.3,0
Player_460,68,22.3,6.0,1.3,3.2,0.406,1.3,3.0,0.433,1.5,1.9,0.789,3.3,7.5,11.2,6.3,0.3,2.6,0.6,1
Player_461,58,28.4,10.3,2.2,4.7,0.468,0.7,2.4,0.292,1.9,2.8,0.679,3.9,1.9,6.0,2.9,0.1,1.9,4.2,0
Player_462,75,8.5,25.7,4.9,13.7,0.358,0.6,2.0,0.3,3.8,5.3,0.717,1.6,2.0,3.7,7.9,1.8,0.4,1.6,1
Player_463,29,23.7,6.6,1.1,2.3,0.478,0.1,0.2,0.5,1.0,1.3,0.769,3.1,4.0,7.2,8.1,2.8,1.9,3.3,1
Player_464,36,13.5,2.6,0.5,1.0,0.5,1.9,5.4,0.352,0.9,1.0,0.9,0.4,4.2,4.8,4.6,3.0,0.6,0.4,0
Player_465,21,36.8,2.5,0.5,1.4,0.357,0.8,2.1,0.381,6.6,9.7,0.68,3.1,0.6,3.8,1.8,1.5,1.2,3.1,0
Player_466,36,21.0,28.3,5.2,9.5,0.547,0.2,0.7,0.286,5.6,6.8,0.824,1.5,1.6,3.6,6.5,1.4,0.5,3.6,0
Player_467,10,31.6,15.5,3.3,8.2,0.402,0.7,1.7,0.412,1.3,2.0,0.65,0.2,3.3,,9.9,1.9,0.1,2.0,0
Player_468,73,23.2,12.6,2.4,6.1,0.393,2.4,7.6,0.316,2.8,3.7,0.757,1.5,5.6,7.3,6.2,1.7,0.6,1.2,1
Player_469,24,6.4,24.4,4.9,12.9,0.38,2.6,9.9,0.263,2.5,3.5,0.714,2.4,2.2,4.8,0.4,1.9,1.6,2.8,0
Player_470,64,25.9,25.2,5.8,16.1,0.36,1.4,5.0,0.28,5.5,8.5,0.647,0.5,3.7,4.4,0.2,2.6,1.4,4.2,0
Player_471,49,36.4,10.3,1.9,5.3,0.358,1.2,4.6,0.261,3.6,5.5,0.655,3.7,4.7,8.7,3.2,2.2,1.5,1.8,1
Player_472,36,24.9,21.0,4.1,7.6,0.539,2.9,11.5,0.252,0.9,1.2,0.75,0.3,7.2,7.6,2.0,1.5,0.7,1.4,0
Player_473,24,32.0,23.2,4.9,12.8,0.383,0.6,1.2,0.5,5.2,6.3,0.825,3.7,2.9,7.0,8.1,1.4,2.1,1.5,1
Player_474,23,34.2,19.8,3.4,8.3,0.41,0.6,1.9,0.316,2.8,4.2,0.667,2.8,1.5,4.5,8.4,1.9,2.1,4.8,1
Player_475,62,12.5,5.0,1.2,2.9,0.414,0.9,2.5,0.36,1.8,2.4,0.75,1.3,4.2,5.8,2.6,1.4,1.1,1.9,0
Player_476,37,12.0,26.3,5.7,11.0,0.518,0.5,1.9,0.263,2.6,3.1,0.839,1.6,6.1,8.1,3.3,1.4,2.6,0.2,1
Player_477,12,25.2,16.4,4.0,9.8,0.408,1.1,2.8,0.393,3.5,5.4,0.648,3.0,1.3,4.7,2.4,0.0,1.9,4.0,0
Player_478,55,18.6,8.8,1.6,4.5,0.356,2.7,10.7,0.252,2.4,2.9,0.828,2.4,3.7,6.5,9.1,0.5,2.1,3.6,1
Player_479,13,32.7,13.0,2.4,6.5,0.369,1.8,5.8,0.31,1.7,1.9,0.895,2.7,0.6,3.6,5.0,1.5,0.8,0.8,0
Player_480,23,34.7,1.6,0.3,0.7,0.429,1.2,4.3,0.279,2.8,3.1,0.903,1.6,0.8,2.6,6.6,2.5,0.0,4.9,0
Player_481,30,16.7,4.3,0.8,1.5,0.533,2.8,6.1,0.459,0.1,0.1,1.0,2.0,4.1,6.4,4.2,0.8,2.6,3.1,1
Player_482,17,12.8,23.1,4.8,10.4,0.462,0.1,0.2,0.5,5.4,7.7,0.701,4.0,2.7,7.1,6.3,1.6,2.5,2.6,1
Player_483,62,30.8,0.5,0.1,0.3,0.333,0.6,2.1,0.286,1.2,1.5,0.8,0.9,6.8,8.1,3.9,1.0,0.4,2.0,1
Player_484,13,14.1,12.8,2.6,6.5,0.4,1.7,3.5,0.486,0.3,0.4,0.75,1.7,5.0,6.8,3.4,0.3,1.1,4.5,0
Player_485,59,32.1,15.9,3.3,7.5,0.44,1.8,6.5,0.277,4.6,5.8,0.793,1.2,3.9,5.3,6.3,2.9,2.0,1.4,1
Player_486,19,19.0,2.1,0.4,0.7,0.571,0.1,0.2,0.5,5.4,7.8,0.692,3.1,3.6,7.1,5.9,2.6,2.0,1.6,0
Player_487,49,27.0,29.2,6.5,14.5,0.448,1.2,4.0,0.3,5.7,6.4,0.891,3.1,4.2,7.5,2.9,0.2,2.6,0.8,0
Player_488,12,8.2,7.2,1.7,3.9,0.436,1.9,5.2,0.365,3.5,5.5,0.636,1.2,0.8,2.2,1.5,2.2,0.4,3.8,0
Player_489,61,25.6,9.5,1.8,4.9,0.367,2.1,6.8,0.309,1.4,1.7,0.824,0.3,7.2,7.7,3.7,1.0,1.3,3.1,1
Player_490,19,19.9,9.5,1.6,3.9,0.41,1.9,6.4,0.297,5.2,8.3,0.627,0.0,8.0,8.3,4.2,3.0,0.3,3.1,0
Player_491,76,24.4,7.3,1.5,3.2,0.469,1.0,2.7,0.37,4.9,5.8,0.845,1.7,1.9,4.1,6.3,0.9,1.2,1.2,0
Player_492,9,10.5,0.5,0.1,0.2,0.5,0.3,0.7,0.429,1.7,2.5,0.68,1.6,1.4,3.2,9.1,0.7,0.0,3.3,0
Player_493,71,29.3,22.0,4.7,8.8,0.534,1.3,2.8,0.464,6.3,7.6,0.829,4.0,1.6,5.7,0.4,1.7,2.7,3.9,0
Player_494,28,33.5,29.0,5.8,16.1,0.36,0.4,1.3,0.308,0.7,0.8,0.875,1.9,5.5,7.5,2.4,2.5,1.6,1.9,1
Player_495,78,12.2,7.1,1.6,3.5,0.457,2.8,8.5,0.329,6.9,10.6,0.651,1.0,5.5,6.5,1.9,0.6,2.5,4.0,0
Player_496,52,8.2,20.1,3.8,8.7,0.437,1.4,4.9,0.286,6.0,9.2,0.652,3.6,6.9,10.8,5.0,2.1,0.2,1.9,0
Player_497,16,5.8,22.4,3.7,8.0,0.462,1.0,3.0,0.333,4.8,6.2,0.774,2.0,6.1,8.4,4.3,0.2,0.7,3.8,1
Player_498,69,26.2,,5.2,12.9,0.403,2.3,6.5,0.354,6.6,9.6,0.688,2.4,3.9,6.4,7.3,2.8,0.8,0.4,1
Player_499,12,25.0,,2.8,6.9,0.406,1.5,4.2,0.357,5.1,7.0,0.729,0.4,5.1,5.8,2.4,0.2,1.2,2.8,0
Player_500,25,23.0,9.4,2.0,5.0,0.4,0.9,1.8,0.5,1.3,2.0,0.65,1.5,5.7,7.6,5.9,2.7,2.4,4.9,1
Player_501,52,12.7,10.1,2.4,5.0,0.48,2.4,6.4,0.375,3.1,3.9,0.795,3.8,4.3,8.2,8.8,1.5,1.2,4.9,0
Player_502,53,17.9,21.5,3.7,7.8,0.474,2.6,10.3,0.252,0.5,0.7,0.714,2.4,4.1,6.7,9.1,1.3,0.6,1.6,0
Player_503,23,24.6,24.6,5.1,9.8,0.52,2.0,7.5,0.267,2.7,3.6,0.75,1.4,5.3,7.2,9.6,2.9,0.2,2.3,1
Player_504,16,21.4,5.9,1.2,2.9,0.414,0.1,0.3,0.333,5.2,6.6,0.788,2.5,4.7,7.4,7.7,3.0,0.2,0.5,1
Player_505,57,37.6,11.4,2.1,3.9,0.538,1.7,5.4,0.315,2.7,4.2,0.643,3.6,5.3,9.3,9.1,2.0,2.3,4.4,1
Player_506,39,9.5,27.1,5.5,13.2,0.417,2.3,8.5,0.271,2.3,2.7,0.852,1.1,5.1,6.4,2.3,0.4,1.3,2.9,1
Player_507,53,27.9,24.3,4.6,12.3,0.374,0.4,1.2,0.333,4.2,4.9,0.857,2.0,5.9,8.3,2.0,1.5,2.2,2.0,1
Player_508,42,18.3,29.6,7.2,19.4,0.371,0.7,1.4,0.5,6.1,8.5,0.718,3.8,5.3,9.5,0.1,1.6,2.0,0.7,0
Player_509,58,19.1,22.8,4.1,9.2,0.446,2.6,5.6,0.464,0.3,0.4,0.75,0.7,4.4,5.4,7.1,1.5,0.4,4.7,1
Player_510,39,28.7,12.1,2.1,4.7,0.447,0.1,0.3,0.333,2.7,3.2,0.844,2.9,5.6,8.9,9.4,1.7,0.4,2.7,1
Player_511,14,27.9,17.9,3.4,6.4,0.531,2.3,9.1,0.253,1.1,1.4,0.786,2.5,3.9,6.9,1.9,0.1,2.3,1.6,0
Player_512,5,37.7,20.0,3.4,8.4,0.405,1.4,4.7,0.298,4.9,7.7,0.636,2.7,2.3,5.3,,2.1,2.2,1.9,0
Player_513,35,9.2,2.8,0.7,1.8,0.389,1.3,2.8,0.464,0.7,0.9,0.778,1.4,0.5,2.0,7.5,2.1,1.1,1.5,0
Player_514,75,8.4,16.6,3.4,7.0,0.486,0.0,0.0,0.0,4.7,6.7,0.701,1.3,4.7,6.2,9.3,0.3,0.2,3.1,1
